+---------------------------------------------------------------------------------------+---------+------------+----------+---------------+----------------+----------------+-----------------+
|                                          name                                         |  coefs  | coef_expit | coef_exp | linreg_scores | linreg_pvalues | classif_scores | classif_pvalues |
|     empl_construction_1yr_diff_/_combanks_business_loans_1yr_diff_ewma_trim_sqrt_t    |  0.0022 |   0.5005   |  1.0022  |    32.0954    |      0.0       |    56.2162     |      0.1052     |
|            capacity_util_mfg_/_empl_construction_1yr_diff_ewma_trim_pow2_t            | -0.0096 |   0.4976   |  0.9904  |    25.5486    |      0.0       |    54.9782     |      0.1064     |
|                              unempl_rate_ewma_trim_sqrt_t                             |  0.0034 |   0.5008   |  1.0034  |    36.5535    |      0.0       |    54.6995     |      0.1067     |
|              sp500_peratio_*_tax_receipts_corp_1yr_diff_ewma_trim_pow2_t              |  0.0008 |   0.5002   |  1.0008  |     7.9201    |     0.0083     |    54.0284     |      0.1073     |
|              sp500_peratio_*_empl_construction_1yr_diff_ewma_trim_sqrt_t              |  0.0063 |   0.5016   |  1.0063  |    20.4988    |     0.0001     |    53.8246     |      0.1075     |
|                unempl_rate_*_industrial_prod_1yr_diff_ewma_trim_pow2_t                |  -0.007 |   0.4983   |  0.993   |    54.9325    |      0.0       |    53.2874     |      0.1081     |
|              capacity_util_mfg_/_cpi_urb_nonvol_1yr_diff_ewma_trim_pow2_t             | -0.0023 |   0.4994   |  0.9977  |    21.6033    |     0.0001     |    53.3007     |      0.1081     |
|            unempl_rate_*_combanks_business_loans_1yr_diff_ewma_trim_sqrt_t            |  0.0049 |   0.5012   |  1.0049  |    32.1568    |      0.0       |    52.9972     |      0.1084     |
|       empl_construction_1yr_diff_/_foreign_dir_invest_1yr_diff_ewma_trim_pow2_t       |  0.0075 |   0.5019   |  1.0075  |    34.3136    |      0.0       |    52.9046     |      0.1085     |
|           tsy_10yr_yield_*_combanks_business_loans_1yr_diff_ewma_trim_sqrt_t          |  0.0081 |   0.502    |  1.0081  |    19.8402    |     0.0001     |    52.6939     |      0.1087     |
|              sp500_peratio_*_foreign_dir_invest_1yr_diff_ewma_trim_sqrt_t             |  0.0037 |   0.5009   |  1.0038  |    20.0515    |     0.0001     |    52.4704     |      0.1089     |
|           capacity_util_mfg_*_combanks_assets_tot_1yr_diff_ewma_trim_pow2_t           |  0.0005 |   0.5001   |  1.0005  |    21.0356    |     0.0001     |    52.4082     |      0.109      |
|          industrial_prod_1yr_diff_/_housing_supply_1yr_diff_ewma_trim_sqrt_t          | -0.0002 |    0.5     |  0.9998  |    26.8512    |      0.0       |    52.4111     |      0.109      |
|                equity_alloc_*_industrial_prod_1yr_diff_ewma_trim_sqrt_t               | -0.0048 |   0.4988   |  0.9952  |    24.6778    |      0.0       |    52.0305     |      0.1094     |
|             gdp_nom_1yr_diff_/_tax_receipts_corp_1yr_diff_ewma_trim_pow2_t            | -0.0129 |   0.4968   |  0.9872  |    26.6539    |      0.0       |     51.689     |      0.1097     |
|    combanks_business_loans_1yr_diff_*_foreign_dir_invest_1yr_diff_ewma_trim_pow2_t    |  0.0051 |   0.5013   |  1.0051  |    13.0426    |     0.001      |    51.2884     |      0.1101     |
|     combanks_business_loans_1yr_diff_/_real_estate_loans_1yr_diff_ewma_trim_pow2_t    |  0.0059 |   0.5015   |  1.006   |    16.4723    |     0.0003     |    51.1566     |      0.1103     |
|                     tsy_5yr_yield_*_sp500_peratio_ewma_trim_sqrt_t                    |  0.0073 |   0.5018   |  1.0073  |    13.8845    |     0.0008     |    51.1794     |      0.1103     |
|               unempl_rate_/_med_family_income_1yr_diff_ewma_trim_sqrt_t               |  0.0039 |   0.501    |  1.0039  |    36.8542    |      0.0       |    50.6899     |      0.1108     |
|                       industrial_prod_1yr_diff_ewma_trim_sqrt_t                       | -0.0004 |   0.4999   |  0.9996  |    28.4352    |      0.0       |    50.6033     |      0.1109     |
|                     tsy_10yr_yield_/_unempl_rate_ewma_trim_sqrt_t                     |  0.0069 |   0.5017   |  1.0069  |    18.2742    |     0.0002     |    49.7961     |      0.1118     |
|            capacity_util_mfg_/_empl_construction_1yr_diff_ewma_trim_sqrt_t            | -0.0011 |   0.4997   |  0.9989  |    28.5342    |      0.0       |    49.2268     |      0.1124     |
|              unempl_rate_*_combanks_assets_tot_1yr_diff_ewma_trim_sqrt_t              |  0.0047 |   0.5012   |  1.0047  |     36.394    |      0.0       |     48.737     |      0.113      |
|         gdp_nom_1yr_diff_/_mortage_debt_individuals_1yr_diff_ewma_trim_pow2_t         |  0.0002 |    0.5     |  1.0002  |    23.3194    |      0.0       |    48.5842     |      0.1132     |
|             unempl_rate_/_real_med_family_income_1yr_diff_ewma_trim_sqrt_t            |  0.0035 |   0.5009   |  1.0035  |    37.3584    |      0.0       |    48.4076     |      0.1134     |
|              capacity_util_mfg_/_cpi_urb_nonvol_1yr_diff_ewma_trim_sqrt_t             |  0.0012 |   0.5003   |  1.0012  |    27.3591    |      0.0       |    48.2649     |      0.1135     |
|          gdp_nom_1yr_diff_*_combanks_business_loans_1yr_diff_ewma_trim_pow2_t         | -0.0027 |   0.4993   |  0.9973  |    17.0457    |     0.0002     |     48.148     |      0.1137     |
|                 unempl_rate_/_cpi_urb_nonvol_1yr_diff_ewma_trim_sqrt_t                |  0.0037 |   0.5009   |  1.0037  |    36.6491    |      0.0       |    47.3991     |      0.1145     |
|             gdp_nom_1yr_diff_/_tax_receipts_corp_1yr_diff_ewma_trim_sqrt_t            | -0.0027 |   0.4993   |  0.9973  |    28.8474    |      0.0       |    46.8509     |      0.1152     |
|         industrial_prod_1yr_diff_/_med_family_income_1yr_diff_ewma_trim_pow2_t        | -0.0031 |   0.4992   |  0.9969  |    25.9862    |      0.0       |    46.7489     |      0.1153     |
|           capacity_util_mfg_*_combanks_assets_tot_1yr_diff_ewma_trim_sqrt_t           |  0.0022 |   0.5006   |  1.0022  |     27.173    |      0.0       |    46.7857     |      0.1153     |
|      housing_supply_1yr_diff_/_combanks_business_loans_1yr_diff_ewma_trim_sqrt_t      |  -0.002 |   0.4995   |  0.998   |     34.937    |      0.0       |    46.7663     |      0.1153     |
|                 sp500_peratio_*_unempl_rate_1yr_diff_ewma_trim_sqrt_t                 |  0.0017 |   0.5004   |  1.0017  |    24.8745    |      0.0       |    46.6403     |      0.1155     |
|     med_family_income_1yr_diff_*_real_med_family_income_1yr_diff_ewma_trim_sqrt_t     |  0.0008 |   0.5002   |  1.0008  |    28.7419    |      0.0       |    46.5685     |      0.1156     |
|                      unempl_rate_/_sp500_peratio_ewma_trim_sqrt_t                     | -0.0003 |   0.4999   |  0.9997  |    49.5655    |      0.0       |    46.2773     |      0.1159     |
|         gdp_nom_1yr_diff_/_mortage_debt_individuals_1yr_diff_ewma_trim_sqrt_t         |  0.0011 |   0.5003   |  1.0011  |    27.8734    |      0.0       |    46.2258     |      0.116      |
|     med_family_income_1yr_diff_/_real_med_family_income_1yr_diff_ewma_trim_pow2_t     |   -0.0  |    0.5     |   1.0    |    31.2715    |      0.0       |    45.9389     |      0.1163     |
|         industrial_prod_1yr_diff_/_med_family_income_1yr_diff_ewma_trim_sqrt_t        |  0.0005 |   0.5001   |  1.0005  |    28.6475    |      0.0       |     45.802     |      0.1165     |
|     empl_construction_1yr_diff_/_combanks_business_loans_1yr_diff_ewma_trim_pow2_t    |  0.0036 |   0.5009   |  1.0036  |    40.9206    |      0.0       |    45.5722     |      0.1168     |
|             capacity_util_mfg_*_industrial_prod_1yr_diff_ewma_trim_pow2_t             | -0.0098 |   0.4976   |  0.9903  |    18.1526    |     0.0002     |    45.2632     |      0.1172     |
|                   equity_alloc_*_capacity_util_mfg_ewma_trim_sqrt_t                   | -0.0034 |   0.4992   |  0.9966  |    23.7279    |      0.0       |    45.0571     |      0.1175     |
|         housing_supply_1yr_diff_*_real_estate_loans_1yr_diff_ewma_trim_sqrt_t         |  0.0005 |   0.5001   |  1.0005  |    31.4237    |      0.0       |    44.7427     |      0.1179     |
|     med_family_income_1yr_diff_*_real_med_family_income_1yr_diff_ewma_trim_pow2_t     | -0.0027 |   0.4993   |  0.9973  |    26.3438    |      0.0       |    44.6557     |      0.118      |
|      industrial_prod_1yr_diff_*_real_med_family_income_1yr_diff_ewma_trim_pow2_t      | -0.0078 |   0.498    |  0.9922  |    23.1165    |      0.0       |    44.4178     |      0.1183     |
|              tsy_5yr_yield_/_tax_receipts_corp_1yr_diff_ewma_trim_sqrt_t              |  0.0015 |   0.5004   |  1.0015  |    18.3583    |     0.0002     |    44.0318     |      0.1188     |
|          med_family_income_vs_house_price_/_gdp_nom_1yr_diff_ewma_trim_sqrt_t         |  0.0048 |   0.5012   |  1.0048  |     30.576    |      0.0       |    43.9449     |      0.1189     |
|            capacity_util_mfg_*_med_family_income_1yr_diff_ewma_trim_pow2_t            | -0.0052 |   0.4987   |  0.9948  |    20.7069    |     0.0001     |    43.5746     |      0.1194     |
|           sp500_peratio_*_med_family_income_vs_house_price_ewma_trim_sqrt_t           |  0.0044 |   0.5011   |  1.0044  |    21.7507    |     0.0001     |    43.4198     |      0.1196     |
|                     equity_alloc_*_tsy_10yr_yield_ewma_trim_sqrt_t                    |  0.0064 |   0.5016   |  1.0065  |    19.6637    |     0.0001     |    42.2683     |      0.1212     |
|               tsy_10yr_yield_/_industrial_prod_1yr_diff_ewma_trim_sqrt_t              |  0.0075 |   0.5019   |  1.0075  |    23.3429    |      0.0       |    42.2304     |      0.1213     |
|                unempl_rate_/_industrial_prod_1yr_diff_ewma_trim_sqrt_t                |  0.005  |   0.5012   |  1.005   |    38.0592    |      0.0       |    42.1507     |      0.1214     |
|           capacity_util_chem_/_foreign_dir_invest_1yr_diff_ewma_trim_sqrt_t           | -0.0018 |   0.4996   |  0.9982  |    30.6311    |      0.0       |    42.1879     |      0.1214     |
|          med_family_income_vs_house_price_/_gdp_nom_1yr_diff_ewma_trim_pow2_t         |  0.0105 |   0.5026   |  1.0106  |    33.5616    |      0.0       |    42.0659     |      0.1215     |
|                      tsy_5yr_yield_/_unempl_rate_ewma_trim_sqrt_t                     |  0.0028 |   0.5007   |  1.0028  |     15.111    |     0.0005     |    41.8856     |      0.1218     |
|           tsy_5yr_yield_/_med_family_income_vs_house_price_ewma_trim_sqrt_t           |  0.0032 |   0.5008   |  1.0032  |     18.003    |     0.0002     |    41.8766     |      0.1218     |
|         housing_supply_1yr_diff_/_tax_receipts_corp_1yr_diff_ewma_trim_sqrt_t         | -0.0023 |   0.4994   |  0.9977  |    30.4612    |      0.0       |    41.8098     |      0.1219     |
|      industrial_prod_1yr_diff_*_real_med_family_income_1yr_diff_ewma_trim_sqrt_t      | -0.0007 |   0.4998   |  0.9993  |    27.8319    |      0.0       |    41.7473     |      0.122      |
|        industrial_prod_1yr_diff_/_combanks_assets_tot_1yr_diff_ewma_trim_pow2_t       | -0.0096 |   0.4976   |  0.9904  |    25.6534    |      0.0       |    41.6771     |      0.1221     |
|            unempl_rate_*_combanks_business_loans_1yr_diff_ewma_trim_pow2_t            | -0.0023 |   0.4994   |  0.9977  |    39.1646    |      0.0       |    41.3867     |      0.1225     |
|     empl_construction_1yr_diff_*_combanks_business_loans_1yr_diff_ewma_trim_pow2_t    |  0.0069 |   0.5017   |  1.007   |    15.1589    |     0.0005     |    41.4026     |      0.1225     |
|              tsy_5yr_yield_/_foreign_dir_invest_1yr_diff_ewma_trim_sqrt_t             |  0.001  |   0.5002   |  1.001   |    19.9018    |     0.0001     |    40.9409     |      0.1232     |
|        industrial_prod_1yr_diff_/_combanks_assets_tot_1yr_diff_ewma_trim_sqrt_t       | -0.0015 |   0.4996   |  0.9985  |    28.5657    |      0.0       |    40.8112     |      0.1234     |
|             unempl_rate_*_real_med_family_income_1yr_diff_ewma_trim_pow2_t            | -0.0032 |   0.4992   |  0.9968  |    59.8657    |      0.0       |    40.4792     |      0.1239     |
|    real_med_family_income_1yr_diff_/_combanks_assets_tot_1yr_diff_ewma_trim_pow2_t    | -0.0035 |   0.4991   |  0.9965  |    27.6308    |      0.0       |    40.3625     |      0.1241     |
|                 unempl_rate_*_cpi_urb_nonvol_1yr_diff_ewma_trim_pow2_t                | -0.0056 |   0.4986   |  0.9944  |    64.7095    |      0.0       |    40.1573     |      0.1244     |
|    real_med_family_income_1yr_diff_/_combanks_assets_tot_1yr_diff_ewma_trim_sqrt_t    |  0.0005 |   0.5001   |  1.0005  |    29.0881    |      0.0       |     39.855     |      0.1248     |
|            housing_supply_1yr_diff_*_unempl_rate_1yr_diff_ewma_trim_pow2_t            | -0.0074 |   0.4982   |  0.9927  |    54.6021    |      0.0       |    39.6807     |      0.1251     |
|          capacity_util_mfg_/_real_med_family_income_1yr_diff_ewma_trim_pow2_t         | -0.0008 |   0.4998   |  0.9992  |    23.3061    |      0.0       |    39.2005     |      0.1259     |
|              tsy_5yr_yield_/_empl_construction_1yr_diff_ewma_trim_sqrt_t              |  0.0013 |   0.5003   |  1.0013  |    19.2145    |     0.0001     |    39.0507     |      0.1261     |
|               tsy_10yr_yield_/_cpi_urb_nonvol_1yr_diff_ewma_trim_sqrt_t               |  0.0071 |   0.5018   |  1.0071  |     22.461    |      0.0       |    38.9797     |      0.1262     |
|           tsy_5yr_yield_*_combanks_business_loans_1yr_diff_ewma_trim_sqrt_t           |  0.0046 |   0.5011   |  1.0046  |    16.3524    |     0.0003     |    39.0077     |      0.1262     |
|         housing_starts_1yr_diff_*_foreign_dir_invest_1yr_diff_ewma_trim_pow2_t        | -0.0126 |   0.4969   |  0.9875  |    23.6326    |      0.0       |    38.9273     |      0.1263     |
|     industrial_prod_1yr_diff_/_mortage_debt_individuals_1yr_diff_ewma_trim_pow2_t     |  0.0032 |   0.5008   |  1.0032  |    21.0229    |     0.0001     |    38.6535     |      0.1267     |
|             tsy_10yr_yield_/_combanks_assets_tot_1yr_diff_ewma_trim_sqrt_t            |  0.0057 |   0.5014   |  1.0057  |    22.5165    |      0.0       |    38.6582     |      0.1267     |
|          capacity_util_mfg_*_real_med_family_income_1yr_diff_ewma_trim_pow2_t         | -0.0036 |   0.4991   |  0.9964  |    19.6393    |     0.0001     |    38.4874     |      0.127      |
|           cpi_urb_nonvol_1yr_diff_/_housing_supply_1yr_diff_ewma_trim_pow2_t          |  0.0001 |    0.5     |  1.0001  |    21.6418    |     0.0001     |    38.4109     |      0.1271     |
|             capacity_util_mfg_*_industrial_prod_1yr_diff_ewma_trim_sqrt_t             | -0.0012 |   0.4997   |  0.9988  |    26.2268    |      0.0       |    38.2767     |      0.1274     |
|           tsy_10yr_yield_/_real_med_family_income_1yr_diff_ewma_trim_sqrt_t           |  0.0068 |   0.5017   |  1.0068  |    22.8906    |      0.0       |    38.1332     |      0.1276     |
|             tsy_10yr_yield_*_combanks_assets_tot_1yr_diff_ewma_trim_sqrt_t            |  0.0078 |   0.5019   |  1.0078  |    22.3012    |      0.0       |    38.1367     |      0.1276     |
|                  tsy_5yr_yield_/_capacity_util_chem_ewma_trim_sqrt_t                  |  0.0035 |   0.5009   |  1.0035  |    19.3736    |     0.0001     |    37.8295     |      0.1281     |
|              tsy_10yr_yield_/_med_family_income_1yr_diff_ewma_trim_sqrt_t             |  0.0072 |   0.5018   |  1.0072  |    22.5872    |      0.0       |    37.7437     |      0.1282     |
|            capacity_util_mfg_*_med_family_income_1yr_diff_ewma_trim_sqrt_t            |  0.0003 |   0.5001   |  1.0003  |    27.0852    |      0.0       |    37.6818     |      0.1283     |
|            capacity_util_chem_/_empl_construction_1yr_diff_ewma_trim_pow2_t           | -0.0146 |   0.4963   |  0.9855  |    28.8499    |      0.0       |     37.603     |      0.1285     |
|          gdp_nom_1yr_diff_*_combanks_business_loans_1yr_diff_ewma_trim_sqrt_t         |  0.0012 |   0.5003   |  1.0012  |    25.7348    |      0.0       |    37.4561     |      0.1287     |
|                equity_alloc_*_housing_starts_1yr_diff_ewma_trim_sqrt_t                | -0.0024 |   0.4994   |  0.9976  |     26.471    |      0.0       |    37.3749     |      0.1289     |
|                            tsy_10yr_yield_ewma_trim_sqrt_t                            |  0.0068 |   0.5017   |  1.0068  |    22.4064    |      0.0       |    37.2742     |      0.129      |
