+---------------------------------------------------------------------------------------+---------+------------+----------+---------------+----------------+----------------+-----------------+
|                                          name                                         |  coefs  | coef_expit | coef_exp | linreg_scores | linreg_pvalues | classif_scores | classif_pvalues |
|       med_family_income_1yr_diff_/_combanks_assets_tot_1yr_diff_ewma_trim_pow2_t      | -0.0058 |   0.4986   |  0.9942  |    29.2115    |      0.0       |    199.9925    |      0.0559     |
|             gdp_nom_1yr_diff_*_real_estate_loans_1yr_diff_ewma_trim_pow2_t            | -0.0063 |   0.4984   |  0.9937  |    30.3707    |      0.0       |    199.0845    |      0.056      |
|     combanks_business_loans_1yr_diff_/_tax_receipts_corp_1yr_diff_ewma_trim_pow2_t    | -0.0005 |   0.4999   |  0.9995  |    17.3346    |     0.0002     |    197.6043    |      0.0563     |
|               sp500_peratio_*_industrial_prod_1yr_diff_ewma_trim_pow2_t               | -0.0108 |   0.4973   |  0.9892  |     6.545     |     0.0155     |    195.4862    |      0.0566     |
|       med_family_income_1yr_diff_/_combanks_assets_tot_1yr_diff_ewma_trim_sqrt_t      | -0.0001 |    0.5     |  0.9999  |    29.4968    |      0.0       |    195.2518    |      0.0566     |
|    combanks_business_loans_1yr_diff_/_combanks_assets_tot_1yr_diff_ewma_trim_pow2_t   |  0.0023 |   0.5006   |  1.0023  |    18.3399    |     0.0002     |    189.1833    |      0.0575     |
|     med_family_income_vs_house_price_/_tax_receipts_corp_1yr_diff_ewma_trim_sqrt_t    | -0.0002 |    0.5     |  0.9998  |    29.7706    |      0.0       |    189.0424    |      0.0575     |
|        cpi_urb_nonvol_1yr_diff_*_combanks_assets_tot_1yr_diff_ewma_trim_pow2_t        |  0.0063 |   0.5016   |  1.0063  |    28.7511    |      0.0       |    187.4064    |      0.0578     |
|         cpi_urb_nonvol_1yr_diff_/_med_family_income_1yr_diff_ewma_trim_sqrt_t         |  0.0026 |   0.5006   |  1.0026  |    29.7262    |      0.0       |    186.2412    |      0.0579     |
|                   sp500_peratio_*_capacity_util_mfg_ewma_trim_pow2_t                  | -0.0154 |   0.4962   |  0.9848  |     5.7179    |     0.0228     |    185.472     |      0.0581     |
|        cpi_urb_nonvol_1yr_diff_*_combanks_assets_tot_1yr_diff_ewma_trim_sqrt_t        |  0.0031 |   0.5008   |  1.0031  |    29.3765    |      0.0       |    185.0422    |      0.0581     |
|         cpi_urb_nonvol_1yr_diff_/_med_family_income_1yr_diff_ewma_trim_pow2_t         |  0.004  |   0.501    |  1.0041  |    30.1484    |      0.0       |    183.1765    |      0.0584     |
|                   unempl_rate_*_capacity_util_chem_ewma_trim_sqrt_t                   |  0.002  |   0.5005   |  1.002   |    34.6831    |      0.0       |    182.9736    |      0.0585     |
|         empl_construction_1yr_diff_/_housing_supply_1yr_diff_ewma_trim_sqrt_t         |  0.004  |   0.501    |  1.004   |    26.7418    |      0.0       |    182.4828    |      0.0585     |
|        empl_construction_1yr_diff_*_real_estate_loans_1yr_diff_ewma_trim_pow2_t       |  0.0075 |   0.5019   |  1.0075  |    27.0106    |      0.0       |    177.2925    |      0.0594     |
|               unempl_rate_/_real_estate_loans_1yr_diff_ewma_trim_pow2_t               | -0.0039 |   0.499    |  0.9961  |     58.351    |      0.0       |    176.6696    |      0.0595     |
|             capacity_util_chem_/_housing_supply_1yr_diff_ewma_trim_pow2_t             | -0.0056 |   0.4986   |  0.9944  |    17.1992    |     0.0002     |    175.3488    |      0.0597     |
|     med_family_income_1yr_diff_/_combanks_business_loans_1yr_diff_ewma_trim_sqrt_t    |  -0.001 |   0.4998   |  0.999   |    33.3295    |      0.0       |    175.4796    |      0.0597     |
|                      med_family_income_1yr_diff_ewma_trim_sqrt_t                      |  0.0012 |   0.5003   |  1.0012  |    29.3634    |      0.0       |    174.2027    |      0.0599     |
| combanks_business_loans_1yr_diff_/_mortage_debt_individuals_1yr_diff_ewma_trim_sqrt_t |  0.0054 |   0.5013   |  1.0054  |    24.9464    |      0.0       |    173.7644    |       0.06      |
|        capacity_util_chem_/_mortage_debt_individuals_1yr_diff_ewma_trim_pow2_t        |  0.0029 |   0.5007   |  1.0029  |    20.1051    |     0.0001     |    173.2132    |      0.0601     |
|                   combanks_business_loans_1yr_diff_ewma_trim_sqrt_t                   |  0.0037 |   0.5009   |  1.0037  |    26.1031    |      0.0       |    173.3081    |      0.0601     |
|                equity_alloc_/_industrial_prod_1yr_diff_ewma_trim_sqrt_t               |  0.0002 |    0.5     |  1.0002  |    26.6965    |      0.0       |    172.184     |      0.0603     |
|  real_med_family_income_1yr_diff_*_combanks_business_loans_1yr_diff_ewma_trim_pow2_t  |  0.0044 |   0.5011   |  1.0044  |    16.5673    |     0.0003     |    167.1297    |      0.0612     |
|                    unempl_rate_*_gdp_nom_1yr_diff_ewma_trim_sqrt_t                    |  0.0014 |   0.5003   |  1.0014  |     36.016    |      0.0       |    164.8757    |      0.0616     |
|           tsy_3mo_yield_*_mortage_debt_individuals_1yr_diff_ewma_trim_sqrt_t          | -0.0043 |   0.4989   |  0.9957  |    10.9217    |     0.0023     |    162.5563    |      0.062      |
|           sp500_peratio_/_combanks_business_loans_1yr_diff_ewma_trim_pow2_t           | -0.0082 |   0.498    |  0.9918  |    12.2561    |     0.0014     |    161.0151    |      0.0623     |
|               sp500_peratio_/_industrial_prod_1yr_diff_ewma_trim_sqrt_t               |  0.0052 |   0.5013   |  1.0052  |    22.2669    |      0.0       |    157.9448    |      0.0629     |
|            capacity_util_mfg_/_tax_receipts_corp_1yr_diff_ewma_trim_pow2_t            | -0.0102 |   0.4974   |  0.9898  |    20.5967    |     0.0001     |    155.6572    |      0.0634     |
|               sp500_peratio_/_med_house_price_1yr_diff_ewma_trim_pow2_t               | -0.0145 |   0.4964   |  0.9856  |     7.136     |     0.0118     |    154.2833    |      0.0636     |
|    mortage_debt_individuals_1yr_diff_/_foreign_dir_invest_1yr_diff_ewma_trim_pow2_t   | -0.0039 |   0.499    |  0.9962  |    49.2817    |      0.0       |    154.0366    |      0.0637     |
|    real_med_family_income_1yr_diff_*_combanks_assets_tot_1yr_diff_ewma_trim_sqrt_t    |  0.0029 |   0.5007   |  1.0029  |    28.8287    |      0.0       |    153.3976    |      0.0638     |
|      cpi_urb_nonvol_1yr_diff_*_combanks_business_loans_1yr_diff_ewma_trim_pow2_t      |  0.0077 |   0.5019   |  1.0077  |    17.8479    |     0.0002     |    153.2202    |      0.0639     |
|    real_med_family_income_1yr_diff_*_combanks_assets_tot_1yr_diff_ewma_trim_pow2_t    |  0.0047 |   0.5012   |  1.0047  |    26.6731    |      0.0       |    153.2939    |      0.0639     |
|     med_family_income_1yr_diff_*_combanks_business_loans_1yr_diff_ewma_trim_sqrt_t    |  0.0029 |   0.5007   |  1.0029  |    25.9112    |      0.0       |    152.2056    |      0.0641     |
|                    unempl_rate_*_capacity_util_mfg_ewma_trim_sqrt_t                   |  0.0036 |   0.5009   |  1.0037  |    33.6316    |      0.0       |    150.8888    |      0.0644     |
|             tsy_10yr_yield_/_foreign_dir_invest_1yr_diff_ewma_trim_sqrt_t             |  0.0051 |   0.5013   |  1.0051  |    24.3272    |      0.0       |    150.3363    |      0.0645     |
|    combanks_business_loans_1yr_diff_/_combanks_assets_tot_1yr_diff_ewma_trim_sqrt_t   |  0.0025 |   0.5006   |  1.0025  |    26.2236    |      0.0       |    149.0013    |      0.0648     |
|                  sp500_peratio_*_capacity_util_chem_ewma_trim_pow2_t                  | -0.0173 |   0.4957   |  0.9829  |     6.4721    |     0.016      |    147.6648    |      0.0651     |
|         capacity_util_mfg_/_combanks_business_loans_1yr_diff_ewma_trim_sqrt_t         | -0.0008 |   0.4998   |  0.9992  |    30.9619    |      0.0       |    146.7087    |      0.0653     |
|     med_family_income_1yr_diff_/_combanks_business_loans_1yr_diff_ewma_trim_pow2_t    | -0.0101 |   0.4975   |   0.99   |     47.694    |      0.0       |    145.9698    |      0.0654     |
|     combanks_business_loans_1yr_diff_/_tax_receipts_corp_1yr_diff_ewma_trim_sqrt_t    |  0.0013 |   0.5003   |  1.0013  |    25.8334    |      0.0       |    144.9374    |      0.0657     |
|                 unempl_rate_/_housing_starts_1yr_diff_ewma_trim_sqrt_t                |  0.0071 |   0.5018   |  1.0071  |    35.3962    |      0.0       |    144.0793    |      0.0659     |
|      industrial_prod_1yr_diff_*_combanks_business_loans_1yr_diff_ewma_trim_pow2_t     | -0.0037 |   0.4991   |  0.9963  |    15.3433    |     0.0004     |    142.0178    |      0.0663     |
|                tsy_5yr_yield_/_housing_supply_1yr_diff_ewma_trim_sqrt_t               |  0.0016 |   0.5004   |  1.0016  |    17.2698    |     0.0002     |    138.7594    |      0.0671     |
|        capacity_util_chem_/_mortage_debt_individuals_1yr_diff_ewma_trim_sqrt_t        |  0.0014 |   0.5004   |  1.0014  |      26.9     |      0.0       |    138.986     |      0.0671     |
|                tsy_3mo_yield_/_housing_starts_1yr_diff_ewma_trim_sqrt_t               | -0.0038 |   0.4991   |  0.9962  |    10.2763    |     0.0031     |    137.7702    |      0.0673     |
|              sp500_peratio_*_foreign_dir_invest_1yr_diff_ewma_trim_pow2_t             |  -0.012 |   0.497    |  0.9881  |     6.0471    |     0.0195     |    135.8439    |      0.0678     |
|            capacity_util_mfg_/_tax_receipts_corp_1yr_diff_ewma_trim_sqrt_t            | -0.0011 |   0.4997   |  0.9989  |    27.0093    |      0.0       |    134.1671    |      0.0682     |
|                   sp500_peratio_*_gdp_nom_1yr_diff_ewma_trim_pow2_t                   |  -0.012 |   0.497    |  0.988   |     7.2272    |     0.0113     |    132.031     |      0.0688     |
|           sp500_peratio_*_combanks_business_loans_1yr_diff_ewma_trim_sqrt_t           |  0.005  |   0.5012   |  1.005   |    18.9788    |     0.0001     |    128.3681    |      0.0698     |
|              sp500_peratio_/_real_estate_loans_1yr_diff_ewma_trim_pow2_t              | -0.0078 |   0.4981   |  0.9923  |     7.2961    |     0.011      |    127.7757    |      0.0699     |
|          cpi_urb_nonvol_1yr_diff_/_industrial_prod_1yr_diff_ewma_trim_pow2_t          |  0.0046 |   0.5012   |  1.0046  |    34.1827    |      0.0       |    127.3318    |       0.07      |
|                sp500_peratio_/_cpi_urb_nonvol_1yr_diff_ewma_trim_sqrt_t               |  0.0039 |   0.501    |  1.0039  |    21.4559    |     0.0001     |    127.1241    |      0.0701     |
|         capacity_util_mfg_/_combanks_business_loans_1yr_diff_ewma_trim_pow2_t         | -0.0091 |   0.4977   |  0.9909  |     35.447    |      0.0       |    126.6263    |      0.0702     |
|              capacity_util_mfg_/_housing_supply_1yr_diff_ewma_trim_sqrt_t             |  0.0016 |   0.5004   |  1.0016  |     25.761    |      0.0       |    126.4043    |      0.0703     |
|    med_family_income_vs_house_price_/_foreign_dir_invest_1yr_diff_ewma_trim_sqrt_t    |  0.0013 |   0.5003   |  1.0013  |    32.8843    |      0.0       |    126.3319    |      0.0703     |
|            sp500_peratio_/_real_med_family_income_1yr_diff_ewma_trim_sqrt_t           |  0.0041 |   0.501    |  1.0041  |    21.8692    |     0.0001     |    125.4433    |      0.0706     |
|  real_med_family_income_1yr_diff_*_combanks_business_loans_1yr_diff_ewma_trim_sqrt_t  |  0.0033 |   0.5008   |  1.0033  |    25.5565    |      0.0       |    124.7396    |      0.0708     |
|               tsy_10yr_yield_/_med_house_price_1yr_diff_ewma_trim_sqrt_t              |  0.004  |   0.501    |  1.004   |    21.9711    |      0.0       |    122.6218    |      0.0714     |
|  med_family_income_vs_house_price_/_combanks_business_loans_1yr_diff_ewma_trim_sqrt_t |  0.0004 |   0.5001   |  1.0004  |    34.1894    |      0.0       |    121.2773    |      0.0718     |
|              sp500_peratio_/_med_family_income_1yr_diff_ewma_trim_sqrt_t              |  0.0044 |   0.5011   |  1.0044  |    21.5454    |     0.0001     |    120.6014    |      0.072      |
|              sp500_peratio_*_empl_construction_1yr_diff_ewma_trim_pow2_t              | -0.0019 |   0.4995   |  0.9981  |     6.4333    |     0.0163     |    119.9439    |      0.0722     |
|            equity_alloc_/_combanks_business_loans_1yr_diff_ewma_trim_sqrt_t           |  -0.004 |   0.499    |  0.996   |    29.0691    |      0.0       |    119.9102    |      0.0722     |
|          cpi_urb_nonvol_1yr_diff_/_industrial_prod_1yr_diff_ewma_trim_sqrt_t          |  0.0028 |   0.5007   |  1.0028  |    30.6958    |      0.0       |    119.1859    |      0.0724     |
|      cpi_urb_nonvol_1yr_diff_*_combanks_business_loans_1yr_diff_ewma_trim_sqrt_t      |  0.0037 |   0.5009   |  1.0037  |     26.04     |      0.0       |    117.2739    |      0.073      |
|         capacity_util_mfg_*_combanks_business_loans_1yr_diff_ewma_trim_pow2_t         |  0.0003 |   0.5001   |  1.0003  |     13.122    |     0.001      |    115.1326    |      0.0737     |
|             sp500_peratio_*_combanks_assets_tot_1yr_diff_ewma_trim_sqrt_t             |  0.0049 |   0.5012   |  1.0049  |    21.3093    |     0.0001     |    113.8576    |      0.0741     |
|             capacity_util_chem_/_housing_supply_1yr_diff_ewma_trim_sqrt_t             |   0.0   |    0.5     |   1.0    |    26.5291    |      0.0       |    113.8293    |      0.0741     |
|      industrial_prod_1yr_diff_/_real_med_family_income_1yr_diff_ewma_trim_sqrt_t      |  0.0001 |    0.5     |  1.0001  |    29.0516    |      0.0       |    113.4147    |      0.0742     |
|                tsy_3mo_yield_*_housing_supply_1yr_diff_ewma_trim_sqrt_t               | -0.0053 |   0.4987   |  0.9947  |    10.8447    |     0.0024     |    111.8596    |      0.0747     |
|             sp500_peratio_/_combanks_assets_tot_1yr_diff_ewma_trim_sqrt_t             |  0.0029 |   0.5007   |  1.0029  |    21.5149    |     0.0001     |    111.6838    |      0.0748     |
|                             sp500_peratio_ewma_trim_sqrt_t                            |  0.0038 |   0.501    |  1.0039  |     21.41     |     0.0001     |    110.6336    |      0.0751     |
|              tsy_10yr_yield_/_tax_receipts_corp_1yr_diff_ewma_trim_sqrt_t             |  0.0049 |   0.5012   |  1.0049  |    22.2793    |      0.0       |    110.1256    |      0.0753     |
|                      equity_alloc_*_unempl_rate_ewma_trim_sqrt_t                      |  0.0006 |   0.5001   |  1.0006  |    31.8691    |      0.0       |    109.1013    |      0.0757     |
|        industrial_prod_1yr_diff_*_combanks_assets_tot_1yr_diff_ewma_trim_sqrt_t       |  0.0007 |   0.5002   |  1.0007  |    28.3088    |      0.0       |    104.2989    |      0.0774     |
|           sp500_peratio_/_combanks_business_loans_1yr_diff_ewma_trim_sqrt_t           |  0.0025 |   0.5006   |  1.0025  |    24.1988    |      0.0       |    103.2891    |      0.0777     |
|      industrial_prod_1yr_diff_*_combanks_business_loans_1yr_diff_ewma_trim_sqrt_t     |  0.0013 |   0.5003   |  1.0013  |    25.0901    |      0.0       |    103.487     |      0.0777     |
|        industrial_prod_1yr_diff_*_combanks_assets_tot_1yr_diff_ewma_trim_pow2_t       |  -0.004 |   0.499    |  0.996   |    24.7515    |      0.0       |    102.9121    |      0.0779     |
|              sp500_peratio_*_med_family_income_1yr_diff_ewma_trim_sqrt_t              |  0.0033 |   0.5008   |  1.0033  |    21.2736    |     0.0001     |    102.4649    |      0.0781     |
|                 unempl_rate_/_housing_starts_1yr_diff_ewma_trim_pow2_t                |  0.0173 |   0.5043   |  1.0174  |    58.3866    |      0.0       |    101.7077    |      0.0783     |
|    med_family_income_vs_house_price_/_foreign_dir_invest_1yr_diff_ewma_trim_pow2_t    |  0.0035 |   0.5009   |  1.0035  |    44.9358    |      0.0       |    101.7311    |      0.0783     |
|                    unempl_rate_*_gdp_nom_1yr_diff_ewma_trim_pow2_t                    | -0.0082 |   0.498    |  0.9919  |    61.4121    |      0.0       |    101.0931    |      0.0786     |
|      industrial_prod_1yr_diff_/_real_med_family_income_1yr_diff_ewma_trim_pow2_t      | -0.0051 |   0.4987   |  0.9949  |    27.4762    |      0.0       |    100.3918    |      0.0789     |
|                equity_alloc_/_cpi_urb_nonvol_1yr_diff_ewma_trim_sqrt_t                | -0.0024 |   0.4994   |  0.9976  |    25.7285    |      0.0       |    99.7502     |      0.0791     |
|            sp500_peratio_*_real_med_family_income_1yr_diff_ewma_trim_sqrt_t           |  0.0036 |   0.5009   |  1.0036  |    20.9608    |     0.0001     |    99.7807     |      0.0791     |
|            equity_alloc_/_real_med_family_income_1yr_diff_ewma_trim_sqrt_t            | -0.0019 |   0.4995   |  0.9981  |    26.2205    |      0.0       |    99.3437     |      0.0793     |
|            equity_alloc_*_combanks_business_loans_1yr_diff_ewma_trim_sqrt_t           | -0.0009 |   0.4998   |  0.9991  |    22.7057    |      0.0       |    98.5091     |      0.0796     |
|        real_estate_loans_1yr_diff_*_tax_receipts_corp_1yr_diff_ewma_trim_sqrt_t       |  0.0041 |   0.501    |  1.0041  |    30.8085    |      0.0       |    98.1736     |      0.0797     |
|           tsy_10yr_yield_/_med_family_income_vs_house_price_ewma_trim_sqrt_t          |  0.0069 |   0.5017   |  1.0069  |    21.9214    |      0.0       |    97.8893     |      0.0799     |
|                tsy_5yr_yield_*_housing_starts_1yr_diff_ewma_trim_sqrt_t               |  0.0004 |   0.5001   |  1.0004  |    18.8812    |     0.0001     |    97.8174     |      0.0799     |
|                sp500_peratio_*_cpi_urb_nonvol_1yr_diff_ewma_trim_sqrt_t               |  0.0038 |   0.501    |  1.0038  |    21.3645    |     0.0001     |    97.9027     |      0.0799     |
|        real_estate_loans_1yr_diff_*_tax_receipts_corp_1yr_diff_ewma_trim_pow2_t       |  0.0093 |   0.5023   |  1.0093  |    34.5889    |      0.0       |    94.8945     |      0.0811     |
|                      equity_alloc_/_unempl_rate_ewma_trim_sqrt_t                      | -0.0047 |   0.4988   |  0.9953  |    20.6536    |     0.0001     |    94.9348     |      0.0811     |
|                     tsy_10yr_yield_*_unempl_rate_ewma_trim_sqrt_t                     |  0.0073 |   0.5018   |  1.0073  |    27.4192    |      0.0       |    94.5881     |      0.0812     |
|               equity_alloc_/_med_family_income_1yr_diff_ewma_trim_sqrt_t              | -0.0016 |   0.4996   |  0.9984  |    25.8402    |      0.0       |    93.6563     |      0.0816     |
|            capacity_util_chem_/_tax_receipts_corp_1yr_diff_ewma_trim_pow2_t           | -0.0167 |   0.4958   |  0.9834  |    23.1959    |      0.0       |    93.3887     |      0.0818     |
|           sp500_peratio_*_med_family_income_vs_house_price_ewma_trim_pow2_t           | -0.0069 |   0.4983   |  0.9931  |     7.9311    |     0.0083     |    91.1477     |      0.0827     |
|  med_family_income_vs_house_price_/_combanks_business_loans_1yr_diff_ewma_trim_pow2_t | -0.0044 |   0.4989   |  0.9956  |    52.2653    |      0.0       |    90.8952     |      0.0829     |
|                 sp500_peratio_*_unempl_rate_1yr_diff_ewma_trim_pow2_t                 | -0.0168 |   0.4958   |  0.9833  |    14.1683    |     0.0007     |    90.4988     |      0.083      |
|               sp500_peratio_*_industrial_prod_1yr_diff_ewma_trim_sqrt_t               |  0.0024 |   0.5006   |  1.0024  |    20.5856    |     0.0001     |    87.7888     |      0.0843     |
|         capacity_util_chem_*_combanks_business_loans_1yr_diff_ewma_trim_pow2_t        | -0.0004 |   0.4999   |  0.9996  |     14.733    |     0.0006     |    86.7942     |      0.0848     |
|                 tsy_3mo_yield_/_unempl_rate_1yr_diff_ewma_trim_sqrt_t                 | -0.0045 |   0.4989   |  0.9955  |     9.1991    |     0.0048     |    86.8151     |      0.0848     |
|              gdp_nom_1yr_diff_/_housing_supply_1yr_diff_ewma_trim_pow2_t              | -0.0045 |   0.4989   |  0.9955  |    20.7154    |     0.0001     |    86.3989     |      0.085      |
|              equity_alloc_*_combanks_assets_tot_1yr_diff_ewma_trim_sqrt_t             | -0.0011 |   0.4997   |  0.9989  |    25.5424    |      0.0       |    85.5011     |      0.0854     |
|                unempl_rate_*_industrial_prod_1yr_diff_ewma_trim_sqrt_t                |  0.0015 |   0.5004   |  1.0015  |    35.1003    |      0.0       |     84.577     |      0.0859     |
|               tsy_3mo_yield_*_med_house_price_1yr_diff_ewma_trim_sqrt_t               | -0.0018 |   0.4995   |  0.9982  |    10.6856    |     0.0026     |     83.05      |      0.0867     |
|            capacity_util_chem_/_tax_receipts_corp_1yr_diff_ewma_trim_sqrt_t           | -0.0028 |   0.4993   |  0.9972  |    27.8489    |      0.0       |    82.4532     |      0.087      |
|      housing_supply_1yr_diff_/_mortage_debt_individuals_1yr_diff_ewma_trim_pow2_t     |  0.0076 |   0.5019   |  1.0076  |    27.1879    |      0.0       |    80.2461     |      0.0882     |
|              tsy_10yr_yield_/_empl_construction_1yr_diff_ewma_trim_sqrt_t             |  0.0048 |   0.5012   |  1.0048  |    23.4025    |      0.0       |    79.1398     |      0.0888     |
|                  tsy_10yr_yield_/_capacity_util_chem_ewma_trim_sqrt_t                 |  0.0076 |   0.5019   |  1.0076  |    23.5881    |      0.0       |     78.044     |      0.0894     |
|                   sp500_peratio_*_capacity_util_mfg_ewma_trim_sqrt_t                  |  0.0026 |   0.5006   |  1.0026  |    19.8171    |     0.0001     |    77.9927     |      0.0894     |
|         capacity_util_mfg_*_combanks_business_loans_1yr_diff_ewma_trim_sqrt_t         |  0.0026 |   0.5007   |  1.0027  |    24.0968    |      0.0       |    77.8491     |      0.0895     |
|                sp500_peratio_*_housing_supply_1yr_diff_ewma_trim_pow2_t               | -0.0038 |   0.4991   |  0.9962  |     7.0577    |     0.0122     |    77.7299     |      0.0896     |
|              equity_alloc_/_combanks_assets_tot_1yr_diff_ewma_trim_sqrt_t             | -0.0034 |   0.4991   |  0.9966  |    25.8003    |      0.0       |    76.5366     |      0.0903     |
|      housing_supply_1yr_diff_/_mortage_debt_individuals_1yr_diff_ewma_trim_sqrt_t     |  0.0025 |   0.5006   |  1.0025  |    29.4404    |      0.0       |     75.249     |      0.091      |
|                             equity_alloc_ewma_trim_sqrt_t                             | -0.0023 |   0.4994   |  0.9977  |    25.6679    |      0.0       |    75.0676     |      0.0911     |
|                sp500_peratio_/_housing_starts_1yr_diff_ewma_trim_pow2_t               | -0.0422 |   0.4894   |  0.9587  |     6.5957    |     0.0151     |    74.4828     |      0.0915     |
|          industrial_prod_1yr_diff_/_housing_supply_1yr_diff_ewma_trim_pow2_t          |  -0.006 |   0.4985   |  0.994   |    18.4241    |     0.0002     |    74.3065     |      0.0916     |
|       real_estate_loans_1yr_diff_*_foreign_dir_invest_1yr_diff_ewma_trim_pow2_t       |  0.0004 |   0.5001   |  1.0004  |    22.2781    |      0.0       |    73.1249     |      0.0923     |
|               sp500_peratio_/_med_house_price_1yr_diff_ewma_trim_sqrt_t               |  0.0012 |   0.5003   |  1.0012  |    20.9866    |     0.0001     |     72.39      |      0.0928     |
|        cpi_urb_nonvol_1yr_diff_/_combanks_assets_tot_1yr_diff_ewma_trim_pow2_t        | -0.0035 |   0.4991   |  0.9965  |    29.8254    |      0.0       |    71.1053     |      0.0936     |
|        cpi_urb_nonvol_1yr_diff_/_combanks_assets_tot_1yr_diff_ewma_trim_sqrt_t        |  0.0006 |   0.5002   |  1.0006  |     29.647    |      0.0       |    68.7976     |      0.0952     |
|                 tsy_10yr_yield_*_unempl_rate_1yr_diff_ewma_trim_sqrt_t                |  0.0049 |   0.5012   |  1.0049  |    26.0574    |      0.0       |    68.5238     |      0.0954     |
|              equity_alloc_/_foreign_dir_invest_1yr_diff_ewma_trim_sqrt_t              | -0.0034 |   0.4992   |  0.9966  |    27.9818    |      0.0       |    67.5008     |      0.0961     |
|       empl_construction_1yr_diff_/_foreign_dir_invest_1yr_diff_ewma_trim_sqrt_t       |  0.0029 |   0.5007   |  1.0029  |    30.8116    |      0.0       |    67.4296     |      0.0961     |
|           tsy_5yr_yield_/_mortage_debt_individuals_1yr_diff_ewma_trim_sqrt_t          |  0.0043 |   0.5011   |  1.0043  |    17.6333    |     0.0002     |    67.3345     |      0.0962     |
|              gdp_nom_1yr_diff_/_housing_supply_1yr_diff_ewma_trim_sqrt_t              |   0.0   |    0.5     |   1.0    |    27.5604    |      0.0       |    66.6679     |      0.0967     |
|                  sp500_peratio_*_capacity_util_chem_ewma_trim_sqrt_t                  |  0.0012 |   0.5003   |  1.0012  |    20.4337    |     0.0001     |     65.716     |      0.0974     |
|               equity_alloc_*_med_family_income_1yr_diff_ewma_trim_sqrt_t              |  -0.003 |   0.4993   |  0.997   |    25.4956    |      0.0       |    64.4391     |      0.0983     |
|                    tsy_10yr_yield_*_sp500_peratio_ewma_trim_sqrt_t                    |  0.012  |   0.503    |  1.0121  |    16.6225    |     0.0003     |    64.4697     |      0.0983     |
|                 unempl_rate_*_cpi_urb_nonvol_1yr_diff_ewma_trim_sqrt_t                |  0.0031 |   0.5008   |  1.0031  |    36.4578    |      0.0       |     63.942     |      0.0987     |
|             unempl_rate_*_real_med_family_income_1yr_diff_ewma_trim_sqrt_t            |  0.0033 |   0.5008   |  1.0033  |    35.7657    |      0.0       |    63.7713     |      0.0988     |
|            equity_alloc_*_real_med_family_income_1yr_diff_ewma_trim_sqrt_t            | -0.0027 |   0.4993   |  0.9973  |    25.1275    |      0.0       |    63.7576     |      0.0989     |
|                   tsy_10yr_yield_/_gdp_nom_1yr_diff_ewma_trim_sqrt_t                  |  0.0083 |   0.5021   |  1.0083  |    22.7302    |      0.0       |    63.2317     |      0.0993     |
|            unempl_rate_/_combanks_business_loans_1yr_diff_ewma_trim_sqrt_t            |  0.0015 |   0.5004   |  1.0015  |    41.5941    |      0.0       |    62.5248     |      0.0998     |
|                   sp500_peratio_*_gdp_nom_1yr_diff_ewma_trim_sqrt_t                   |  0.0021 |   0.5005   |  1.0021  |    21.1091    |     0.0001     |    62.4733     |      0.0999     |
|                equity_alloc_*_cpi_urb_nonvol_1yr_diff_ewma_trim_sqrt_t                | -0.0021 |   0.4995   |  0.9979  |    25.6101    |      0.0       |    61.3149     |      0.1008     |
|              unempl_rate_/_combanks_assets_tot_1yr_diff_ewma_trim_sqrt_t              |  0.0022 |   0.5005   |  1.0022  |    36.7159    |      0.0       |    60.9265     |      0.1011     |
|         capacity_util_chem_*_combanks_business_loans_1yr_diff_ewma_trim_sqrt_t        |  0.0015 |   0.5004   |  1.0015  |     24.839    |      0.0       |     60.541     |      0.1014     |
|         industrial_prod_1yr_diff_*_med_family_income_1yr_diff_ewma_trim_pow2_t        | -0.0105 |   0.4974   |  0.9896  |    24.4051    |      0.0       |    60.4587     |      0.1015     |
|               unempl_rate_*_med_family_income_1yr_diff_ewma_trim_sqrt_t               |  0.0028 |   0.5007   |  1.0028  |    36.2513    |      0.0       |    60.0261     |      0.1019     |
|              tsy_10yr_yield_*_real_estate_loans_1yr_diff_ewma_trim_sqrt_t             |  0.0075 |   0.5019   |  1.0075  |    22.8562    |      0.0       |    59.6735     |      0.1022     |
|              sp500_peratio_/_real_estate_loans_1yr_diff_ewma_trim_sqrt_t              |  0.0034 |   0.5009   |  1.0034  |    21.0126    |     0.0001     |     59.47      |      0.1023     |
|       real_estate_loans_1yr_diff_*_foreign_dir_invest_1yr_diff_ewma_trim_sqrt_t       |  0.0011 |   0.5003   |  1.0011  |     27.702    |      0.0       |    58.2649     |      0.1034     |
|           sp500_peratio_*_mortage_debt_individuals_1yr_diff_ewma_trim_pow2_t          | -0.0157 |   0.4961   |  0.9844  |     9.0798    |     0.005      |    57.9789     |      0.1036     |
|         industrial_prod_1yr_diff_*_med_family_income_1yr_diff_ewma_trim_sqrt_t        | -0.0013 |   0.4997   |  0.9987  |    28.2215    |      0.0       |    57.8906     |      0.1037     |
|     med_family_income_1yr_diff_/_real_med_family_income_1yr_diff_ewma_trim_sqrt_t     |  0.0015 |   0.5004   |  1.0015  |    29.9989    |      0.0       |    56.7697     |      0.1047     |
|                     equity_alloc_/_tsy_10yr_yield_ewma_trim_sqrt_t                    | -0.0108 |   0.4973   |  0.9892  |    33.6019    |      0.0       |    56.7318     |      0.1048     |
