+-------------------------------------------------------------------------------------------+---------------+----------------+----------------+-----------------+
|                                            name                                           | linreg_scores | linreg_pvalues | classif_scores | classif_pvalues |
|                   tsy_10yr_yield_times_gdp_nom_1yr_diff_ewma_trim_pow2_t                  |    16.9805    |     0.0001     |    12.2682     |      0.001      |
|                    tsy_10yr_yield_div_gdp_nom_1yr_diff_ewma_trim_pow2_t                   |    17.0444    |     0.0001     |    13.4885     |      0.0006     |
|               tsy_10yr_yield_times_cpi_urb_nonvol_1yr_diff_ewma_trim_pow2_t               |    17.2397    |     0.0001     |    13.4267     |      0.0006     |
|                tsy_10yr_yield_div_cpi_urb_nonvol_1yr_diff_ewma_trim_pow2_t                |    16.8932    |     0.0001     |    12.7393     |      0.0008     |
|               tsy_10yr_yield_times_industrial_prod_1yr_diff_ewma_trim_pow2_t              |    17.4851    |     0.0001     |    13.5743     |      0.0006     |
|                tsy_10yr_yield_div_industrial_prod_1yr_diff_ewma_trim_pow2_t               |    16.4347    |     0.0002     |    12.1249     |      0.0011     |
|               tsy_10yr_yield_times_med_house_price_1yr_diff_ewma_trim_pow2_t              |    14.2349    |     0.0004     |     8.1561     |      0.0063     |
|                tsy_10yr_yield_div_med_house_price_1yr_diff_ewma_trim_pow2_t               |    20.0359    |      0.0       |    19.0184     |      0.0001     |
|              tsy_10yr_yield_times_med_family_income_1yr_diff_ewma_trim_pow2_t             |    17.0022    |     0.0001     |    12.9229     |      0.0008     |
|               tsy_10yr_yield_div_med_family_income_1yr_diff_ewma_trim_pow2_t              |     16.664    |     0.0002     |    12.3986     |      0.0009     |
|                 tsy_10yr_yield_times_unempl_rate_1yr_diff_ewma_trim_pow2_t                |    14.5063    |     0.0004     |     8.1079     |      0.0064     |
|                  tsy_10yr_yield_div_unempl_rate_1yr_diff_ewma_trim_pow2_t                 |    14.7588    |     0.0003     |     8.2076     |      0.0061     |
|           tsy_10yr_yield_times_real_med_family_income_1yr_diff_ewma_trim_pow2_t           |    17.4922    |     0.0001     |    13.3886     |      0.0006     |
|            tsy_10yr_yield_div_real_med_family_income_1yr_diff_ewma_trim_pow2_t            |    16.2316    |     0.0002     |    11.8642     |      0.0012     |
|           tsy_10yr_yield_times_combanks_business_loans_1yr_diff_ewma_trim_pow2_t          |    24.9095    |      0.0       |    24.5894     |       0.0       |
|            tsy_10yr_yield_div_combanks_business_loans_1yr_diff_ewma_trim_pow2_t           |     10.515    |     0.0021     |     3.5471     |      0.0656     |
|             tsy_10yr_yield_times_combanks_assets_tot_1yr_diff_ewma_trim_pow2_t            |    18.6118    |     0.0001     |    15.0751     |      0.0003     |
|              tsy_10yr_yield_div_combanks_assets_tot_1yr_diff_ewma_trim_pow2_t             |    14.7917    |     0.0003     |     9.8958     |      0.0028     |
|          tsy_10yr_yield_times_mortage_debt_individuals_1yr_diff_ewma_trim_pow2_t          |    12.8156    |     0.0008     |     5.6937     |      0.0209     |
|           tsy_10yr_yield_div_mortage_debt_individuals_1yr_diff_ewma_trim_pow2_t           |    20.1676    |      0.0       |    23.3214     |       0.0       |
|              tsy_10yr_yield_times_real_estate_loans_1yr_diff_ewma_trim_pow2_t             |    17.5761    |     0.0001     |     11.905     |      0.0012     |
|               tsy_10yr_yield_div_real_estate_loans_1yr_diff_ewma_trim_pow2_t              |    15.9925    |     0.0002     |     13.81      |      0.0005     |
|             tsy_10yr_yield_times_foreign_dir_invest_1yr_diff_ewma_trim_pow2_t             |    19.7958    |      0.0       |    16.8675     |      0.0002     |
|              tsy_10yr_yield_div_foreign_dir_invest_1yr_diff_ewma_trim_pow2_t              |    14.0739    |     0.0005     |     8.6622     |      0.005      |
|              tsy_10yr_yield_times_tax_receipts_corp_1yr_diff_ewma_trim_pow2_t             |     12.037    |     0.0011     |     5.1323     |      0.0279     |
|               tsy_10yr_yield_div_tax_receipts_corp_1yr_diff_ewma_trim_pow2_t              |     25.162    |      0.0       |    30.2935     |       0.0       |
|                      tsy_5yr_yield_times_unempl_rate_ewma_trim_pow2_t                     |    10.9448    |     0.0017     |     3.8496     |      0.0555     |
|                       tsy_5yr_yield_div_unempl_rate_ewma_trim_pow2_t                      |    26.5957    |      0.0       |    17.6693     |      0.0001     |
|                     tsy_5yr_yield_times_sp500_peratio_ewma_trim_pow2_t                    |    26.1241    |      0.0       |    18.0342     |      0.0001     |
|                   tsy_5yr_yield_times_capacity_util_mfg_ewma_trim_pow2_t                  |    26.1507    |      0.0       |    18.5833     |      0.0001     |
|                  tsy_5yr_yield_times_capacity_util_chem_ewma_trim_pow2_t                  |    26.4387    |      0.0       |    18.8572     |      0.0001     |
|           tsy_5yr_yield_times_med_family_income_vs_house_price_ewma_trim_pow2_t           |    24.9972    |      0.0       |    17.8428     |      0.0001     |
|            tsy_5yr_yield_div_med_family_income_vs_house_price_ewma_trim_pow2_t            |    25.4717    |      0.0       |    16.3079     |      0.0002     |
|                   tsy_5yr_yield_times_gdp_nom_1yr_diff_ewma_trim_pow2_t                   |    23.6452    |      0.0       |    16.2156     |      0.0002     |
|                    tsy_5yr_yield_div_gdp_nom_1yr_diff_ewma_trim_pow2_t                    |    24.8226    |      0.0       |    18.0141     |      0.0001     |
|                tsy_5yr_yield_times_cpi_urb_nonvol_1yr_diff_ewma_trim_pow2_t               |    24.8819    |      0.0       |     17.735     |      0.0001     |
|                 tsy_5yr_yield_div_cpi_urb_nonvol_1yr_diff_ewma_trim_pow2_t                |    23.8005    |      0.0       |    16.6051     |      0.0002     |
|               tsy_5yr_yield_times_industrial_prod_1yr_diff_ewma_trim_pow2_t               |    24.5135    |      0.0       |    17.0854     |      0.0001     |
|                tsy_5yr_yield_div_industrial_prod_1yr_diff_ewma_trim_pow2_t                |    23.9404    |      0.0       |     17.012     |      0.0001     |
|               tsy_5yr_yield_times_med_house_price_1yr_diff_ewma_trim_pow2_t               |    19.6563    |     0.0001     |    11.9133     |      0.0012     |
|                tsy_5yr_yield_div_med_house_price_1yr_diff_ewma_trim_pow2_t                |    27.6997    |      0.0       |     21.314     |       0.0       |
|              tsy_5yr_yield_times_med_family_income_1yr_diff_ewma_trim_pow2_t              |    24.7874    |      0.0       |    17.6703     |      0.0001     |
|               tsy_5yr_yield_div_med_family_income_1yr_diff_ewma_trim_pow2_t               |    24.0678    |      0.0       |    16.9974     |      0.0001     |
|                 tsy_5yr_yield_times_unempl_rate_1yr_diff_ewma_trim_pow2_t                 |    24.7142    |      0.0       |    19.4169     |      0.0001     |
|                  tsy_5yr_yield_div_unempl_rate_1yr_diff_ewma_trim_pow2_t                  |    18.9158    |     0.0001     |    10.8071     |      0.0019     |
|            tsy_5yr_yield_times_real_med_family_income_1yr_diff_ewma_trim_pow2_t           |    24.2903    |      0.0       |     17.041     |      0.0001     |
|             tsy_5yr_yield_div_real_med_family_income_1yr_diff_ewma_trim_pow2_t            |    24.0512    |      0.0       |    17.0035     |      0.0001     |
|           tsy_5yr_yield_times_combanks_business_loans_1yr_diff_ewma_trim_pow2_t           |    30.2731    |      0.0       |    22.8476     |       0.0       |
|            tsy_5yr_yield_div_combanks_business_loans_1yr_diff_ewma_trim_pow2_t            |    17.1258    |     0.0001     |     9.7969     |      0.0029     |
|             tsy_5yr_yield_times_combanks_assets_tot_1yr_diff_ewma_trim_pow2_t             |    25.7497    |      0.0       |    18.5264     |      0.0001     |
|              tsy_5yr_yield_div_combanks_assets_tot_1yr_diff_ewma_trim_pow2_t              |    23.2692    |      0.0       |     16.261     |      0.0002     |
|           tsy_5yr_yield_times_mortage_debt_individuals_1yr_diff_ewma_trim_pow2_t          |    17.0203    |     0.0001     |     9.0614     |      0.0041     |
|            tsy_5yr_yield_div_mortage_debt_individuals_1yr_diff_ewma_trim_pow2_t           |    32.2412    |      0.0       |     29.27      |       0.0       |
|              tsy_5yr_yield_times_real_estate_loans_1yr_diff_ewma_trim_pow2_t              |    23.4178    |      0.0       |    15.4959     |      0.0003     |
|               tsy_5yr_yield_div_real_estate_loans_1yr_diff_ewma_trim_pow2_t               |    24.7888    |      0.0       |    18.7113     |      0.0001     |
|              tsy_5yr_yield_times_foreign_dir_invest_1yr_diff_ewma_trim_pow2_t             |    26.0449    |      0.0       |    18.6035     |      0.0001     |
|               tsy_5yr_yield_div_foreign_dir_invest_1yr_diff_ewma_trim_pow2_t              |    21.8794    |      0.0       |    14.9212     |      0.0003     |
|              tsy_5yr_yield_times_tax_receipts_corp_1yr_diff_ewma_trim_pow2_t              |     17.521    |     0.0001     |     9.7345     |      0.003      |
|               tsy_5yr_yield_div_tax_receipts_corp_1yr_diff_ewma_trim_pow2_t               |    33.9712    |      0.0       |    29.4784     |       0.0       |
|                      tsy_3mo_yield_times_unempl_rate_ewma_trim_pow2_t                     |    35.2963    |      0.0       |    24.7582     |       0.0       |
|                       tsy_3mo_yield_div_unempl_rate_ewma_trim_pow2_t                      |      25.0     |      0.0       |    17.3971     |      0.0001     |
|                     tsy_3mo_yield_times_sp500_peratio_ewma_trim_pow2_t                    |    39.6933    |      0.0       |    28.5644     |       0.0       |
|                   tsy_3mo_yield_times_capacity_util_mfg_ewma_trim_pow2_t                  |    38.7147    |      0.0       |    27.7215     |       0.0       |
|                  tsy_3mo_yield_times_capacity_util_chem_ewma_trim_pow2_t                  |    39.7256    |      0.0       |    28.5915     |       0.0       |
|           tsy_3mo_yield_times_med_family_income_vs_house_price_ewma_trim_pow2_t           |    40.1866    |      0.0       |    28.9884     |       0.0       |
|            tsy_3mo_yield_div_med_family_income_vs_house_price_ewma_trim_pow2_t            |    27.5281    |      0.0       |    18.9156     |      0.0001     |
|                   tsy_3mo_yield_times_gdp_nom_1yr_diff_ewma_trim_pow2_t                   |    34.8815    |      0.0       |    24.4459     |       0.0       |
|                    tsy_3mo_yield_div_gdp_nom_1yr_diff_ewma_trim_pow2_t                    |    41.6726    |      0.0       |    30.2698     |       0.0       |
|                tsy_3mo_yield_times_cpi_urb_nonvol_1yr_diff_ewma_trim_pow2_t               |    39.1637    |      0.0       |    28.1062     |       0.0       |
|                 tsy_3mo_yield_div_cpi_urb_nonvol_1yr_diff_ewma_trim_pow2_t                |    38.7743    |      0.0       |    27.7669     |       0.0       |
|               tsy_3mo_yield_times_industrial_prod_1yr_diff_ewma_trim_pow2_t               |    38.4198    |      0.0       |    27.4648     |       0.0       |
|                tsy_3mo_yield_div_industrial_prod_1yr_diff_ewma_trim_pow2_t                |    39.4137    |      0.0       |     28.318     |       0.0       |
|               tsy_3mo_yield_times_med_house_price_1yr_diff_ewma_trim_pow2_t               |    35.5782    |      0.0       |    25.0321     |       0.0       |
|                tsy_3mo_yield_div_med_house_price_1yr_diff_ewma_trim_pow2_t                |    42.2523    |      0.0       |    30.7711     |       0.0       |
|              tsy_3mo_yield_times_med_family_income_1yr_diff_ewma_trim_pow2_t              |    37.6643    |      0.0       |    26.8202     |       0.0       |
|               tsy_3mo_yield_div_med_family_income_1yr_diff_ewma_trim_pow2_t               |    36.9579    |      0.0       |    26.2045     |       0.0       |
|                 tsy_3mo_yield_times_unempl_rate_1yr_diff_ewma_trim_pow2_t                 |    52.0229    |      0.0       |    39.4195     |       0.0       |
|                  tsy_3mo_yield_div_unempl_rate_1yr_diff_ewma_trim_pow2_t                  |    28.7122    |      0.0       |    19.3206     |      0.0001     |
|            tsy_3mo_yield_times_real_med_family_income_1yr_diff_ewma_trim_pow2_t           |    37.9488    |      0.0       |    27.0708     |       0.0       |
|             tsy_3mo_yield_div_real_med_family_income_1yr_diff_ewma_trim_pow2_t            |    36.5974    |      0.0       |    25.8997     |       0.0       |
|           tsy_3mo_yield_times_combanks_business_loans_1yr_diff_ewma_trim_pow2_t           |    39.8671    |      0.0       |    28.7147     |       0.0       |
|            tsy_3mo_yield_div_combanks_business_loans_1yr_diff_ewma_trim_pow2_t            |    34.6658    |      0.0       |    24.2408     |       0.0       |
|             tsy_3mo_yield_times_combanks_assets_tot_1yr_diff_ewma_trim_pow2_t             |    39.2114    |      0.0       |    28.1487     |       0.0       |
